timestamp_ms,accel_x,accel_y,accel_z,gyro_alpha,gyro_beta,gyro_gamma,activity,session_id
18386,0.7505,18.1407,1.4371,25.5901,82.2879,63.8611,RUNNING,47
18436,2.104,16.2671,-2.8223,46.6564,80.8243,35.6499,RUNNING,47
18486,2.5892,11.0553,-4.6711,51.7328,5.7574,0.5125,RUNNING,47
18537,2.2095,4.9734,-2.303,46.5778,-75.7746,-32.3441,RUNNING,47
18587,1.0104,3.8417,2.2688,31.5014,-83.5531,-60.761,RUNNING,47
18637,0.0457,8.3773,4.5414,2.2836,-18.5964,-71.0769,RUNNING,47
18687,-0.9071,17.4159,2.2563,-19.8426,66.4206,-66.8813,RUNNING,47
18737,-1.8733,17.5352,-1.9157,-41.3687,87.8231,-43.1761,RUNNING,47
18787,-2.5935,12.8747,-4.4932,-51.4142,32.5798,-13.8254,RUNNING,47
18837,-1.6379,6.4879,-2.6106,-46.995,-55.7326,20.0062,RUNNING,47
18887,-1.8791,4.0548,1.2811,-31.9757,-94.0272,51.1491,RUNNING,47
18937,-0.8037,6.975,4.4009,-12.6869,-48.3668,68.2916,RUNNING,47
18987,0.5847,16.1477,3.3231,11.8976,45.3192,68.0167,RUNNING,47
19038,2.1086,18.2455,-0.1493,34.1628,91.9508,55.3151,RUNNING,47
19088,2.0297,15.0426,-3.7723,45.4861,52.7135,24.4157,RUNNING,47
19138,2.0289,8.3765,-4.3756,51.9499,-33.4787,-11.0782,RUNNING,47
19188,2.0998,3.4217,-0.5127,38.0061,-84.9112,-43.9363,RUNNING,47
19238,1.0071,5.9009,3.7209,15.1164,-66.6239,-66.2234,RUNNING,47
19288,-0.4822,15.534,4.2791,-5.491,9.9956,-67.3353,RUNNING,47
19338,-0.8969,17.9626,0.8252,-31.5508,87.2899,-60.1099,RUNNING,47
19388,-1.9098,16.1913,-3.233,-43.9327,77.6426,-30.2769,RUNNING,47
19438,-2.2082,10.2592,-4.3494,-50.9001,1.1124,1.0727,RUNNING,47
19488,-2.1325,5.2163,-1.6798,-42.0234,-81.7048,36.5243,RUNNING,47
19539,-1.1526,4.3556,2.7349,-23.0185,-83.8139,65.2025,RUNNING,47
19589,0.0851,9.2422,5.0655,-4.0841,-14.3918,69.441,RUNNING,47
19639,1.1419,16.8027,2.1139,21.8412,71.7647,65.8398,RUNNING,47
19689,2.2142,17.3703,-1.7282,37.4376,89.8078,44.4186,RUNNING,47
19739,2.5977,12.251,-4.4963,47.0881,26.9017,6.6843,RUNNING,47
19789,1.6226,5.7278,-3.0253,47.7405,-58.8879,-23.2683,RUNNING,47
19839,0.9658,3.9182,1.5665,35.0985,-95.9209,-52.098,RUNNING,47
19889,0.7103,6.942,4.6513,11.0609,-36.932,-67.4074,RUNNING,47
19939,-0.4468,16.8578,3.4379,-13.9178,47.77,-69.7276,RUNNING,47
19989,-1.6215,17.6674,-0.5752,-38.615,94.3582,-46.8713,RUNNING,47
20040,-2.2179,14.3703,-3.9775,-49.9834,46.9849,-23.4308,RUNNING,47
20090,-2.7405,7.714,-4.1093,-51.3088,-33.2636,11.3483,RUNNING,47
20140,-1.955,3.8739,-0.3937,-38.9558,-90.5336,44.832,RUNNING,47
20190,-0.459,5.3009,4.0233,-16.3183,-64.0418,64.6573,RUNNING,47
20240,-0.4811,15.5212,3.8014,4.0761,23.1709,71.3859,RUNNING,47
20290,1.4434,17.8424,0.1041,27.6865,88.4331,57.1795,RUNNING,47
20340,2.1193,15.9212,-3.7788,42.8084,70.6804,28.1813,RUNNING,47
20390,2.462,9.5318,-4.3161,48.1208,-6.9502,-4.9496,RUNNING,47
20440,2.3299,4.532,-1.4698,40.2417,-79.17,-37.48,RUNNING,47
20490,1.0584,4.5993,2.6117,27.896,-79.1173,-64.0787,RUNNING,47
20541,-0.1803,9.5156,4.8085,2.3274,-6.7963,-70.1742,RUNNING,47
20591,-0.8433,17.3628,2.1896,-20.9691,77.3129,-63.5224,RUNNING,47
20641,-2.2872,17.3171,-2.5614,-43.8279,85.9654,-39.0449,RUNNING,47
20691,-2.3759,11.8822,-4.6504,-49.8937,22.5064,-11.2853,RUNNING,47
20741,-2.0669,5.954,-2.1444,-45.4523,-69.0334,30.0135,RUNNING,47
20791,-1.8717,3.8482,1.6442,-32.2277,-92.85,56.8658,RUNNING,47
20841,0.1208,8.2379,4.1621,-10.9736,-31.1986,70.1687,RUNNING,47
20891,0.8842,16.5148,3.0142,17.5833,52.8529,69.0534,RUNNING,47
20941,1.538,17.9629,-1.8718,37.7632,96.5822,49.8432,RUNNING,47
20991,2.0931,13.953,-3.9613,47.7463,44.1769,19.8503,RUNNING,47
21042,2.565,7.136,-3.6461,50.114,-41.8093,-23.6357,RUNNING,47
21092,1.6983,3.9155,0.4256,36.9045,-92.9209,-46.8447,RUNNING,47
21142,0.4186,6.0873,3.7861,17.5571,-55.2891,-67.6444,RUNNING,47
21192,-0.2822,15.8046,3.6637,-7.0208,32.4679,-70.4822,RUNNING,47
21242,-1.1105,18.351,-0.0946,-29.2437,92.7174,-55.4998,RUNNING,47
21292,-1.8702,15.8025,-3.5205,-45.2923,67.2351,-29.4,RUNNING,47
21342,-1.9643,9.0484,-4.1483,-44.6322,-17.0267,3.241,RUNNING,47
21392,-1.8666,4.0926,-0.2453,-41.0678,-85.4455,42.4203,RUNNING,47
21442,-1.0091,4.7262,3.6214,-23.0752,-79.4385,62.1985,RUNNING,47
21492,-0.1828,14.7653,4.7562,1.2941,1.3943,74.3976,RUNNING,47
21543,1.6137,17.9644,1.6581,24.4592,80.7551,59.2439,RUNNING,47
21593,2.2607,16.7067,-2.4143,43.648,82.9209,37.4157,RUNNING,47
21643,2.7008,11.4609,-4.5967,49.7245,13.4439,5.3331,RUNNING,47
21693,2.005,5.4385,-2.2565,46.8202,-67.4616,-28.6902,RUNNING,47
21743,1.0053,4.5283,2.23,30.9332,-90.0473,-57.1545,RUNNING,47
21793,0.3523,7.8536,4.9237,8.9088,-26.5776,-66.6486,RUNNING,47
21843,-0.8386,16.6573,2.3669,-20.4999,59.1967,-65.6368,RUNNING,47
21893,-1.658,17.8519,-1.9282,-38.9517,90.4035,-46.7147,RUNNING,47
21943,-2.3134,13.4536,-4.3422,-49.321,40.269,-16.6928,RUNNING,47
21993,-2.3279,6.3048,-3.1154,-50.1489,-47.2609,20.9236,RUNNING,47
22044,-2.2134,3.7899,0.6384,-33.5369,-93.6045,47.7154,RUNNING,47
22094,-0.6187,6.4609,4.4635,-15.7795,-48.2185,70.244,RUNNING,47
22144,-0.1011,16.5742,3.4159,12.0741,38.3922,69.1766,RUNNING,47
22194,1.6371,18.2242,0.0721,33.5615,87.4149,51.5833,RUNNING,47
22244,1.9974,14.7029,-4.1482,44.1295,63.9986,28.8792,RUNNING,47
22294,2.4122,8.5737,-4.0971,50.635,-20.8536,-9.191,RUNNING,47
22344,1.8807,4.1905,-0.5336,41.5884,-86.515,-37.6475,RUNNING,47
22394,0.9944,4.9624,3.0713,18.8229,-70.6232,-62.8141,RUNNING,47
22444,-0.2774,14.7371,3.7648,-8.3751,8.8669,-74.4199,RUNNING,47
22494,-1.3088,17.8346,1.0407,-27.0775,86.3484,-61.8175,RUNNING,47
22545,-2.3871,16.2196,-2.496,-46.2271,83.5964,-37.09,RUNNING,47
22595,-2.0457,11.4925,-4.6296,-54.2786,5.5717,-2.8363,RUNNING,47
22645,-2.437,5.279,-1.704,-46.2921,-71.5893,33.0251,RUNNING,47
22695,-1.331,4.3672,2.4015,-30.1984,-89.2642,61.145,RUNNING,47
22745,-0.4157,8.4461,4.8752,-8.5614,-17.8753,69.7011,RUNNING,47
22795,0.5311,17.2916,2.7744,18.381,65.4456,65.797,RUNNING,47
22845,1.3482,17.7539,-2.0616,39.9614,89.3663,47.3431,RUNNING,47
22895,2.0486,12.9694,-4.5818,48.7041,29.6854,15.8142,RUNNING,47
22945,2.31,6.9282,-3.047,49.0192,-56.448,-21.9459,RUNNING,47
22995,1.4418,3.3975,0.5526,38.2687,-97.2064,-50.9987,RUNNING,47
23046,0.5852,6.3977,4.7114,11.616,-44.6113,-68.3483,RUNNING,47
23096,-1.0917,16.592,3.7779,-14.7554,39.3903,-70.5369,RUNNING,47
23146,-1.2601,18.466,-0.7534,-32.794,90.8613,-51.4065,RUNNING,47
23196,-2.3947,14.7043,-4.0682,-44.6106,59.5109,-21.1732,RUNNING,47
23246,-2.4408,8.505,-3.717,-49.9382,-26.491,15.0514,RUNNING,47
23296,-1.7912,4.0578,0.0726,-40.3809,-90.6247,40.9837,RUNNING,47
23346,-1.0181,5.6577,3.5569,-21.0375,-72.0831,68.8378,RUNNING,47
23396,0.454,15.3235,4.4677,0.3746,16.3302,74.0356,RUNNING,47
23446,1.2873,17.9572,0.7121,25.6837,82.4367,60.5135,RUNNING,47
23496,2.1864,16.4424,-3.2055,42.6523,75.7958,30.6854,RUNNING,47
23547,2.6557,9.8636,-4.5732,47.4506,-3.9769,-4.8682,RUNNING,47
23597,2.2465,4.6081,-1.6294,42.2133,-78.5646,-35.2846,RUNNING,47
23647,1.1034,4.3698,2.6929,23.7082,-82.1332,-59.5783,RUNNING,47
23697,0.7206,8.5354,4.4622,4.8291,-13.8802,-71.2913,RUNNING,47
23747,-1.3909,17.835,2.0932,-20.3988,70.0843,-63.6465,RUNNING,47
23797,-2.1563,17.3827,-2.636,-40.6247,84.6722,-43.911,RUNNING,47
23847,-2.7229,11.9998,-4.7157,-49.4599,21.1172,-12.3071,RUNNING,47
23897,-2.5114,6.253,-2.9144,-45.4221,-62.5744,24.9663,RUNNING,47
23947,-1.5714,4.0673,1.5798,-28.937,-90.0945,54.3822,RUNNING,47
23997,-0.4184,7.7705,4.4421,-9.1833,-44.3222,68.9424,RUNNING,47
24048,0.2239,16.8103,3.2041,14.6831,48.9158,68.1855,RUNNING,47
24098,1.0986,17.8946,-0.4437,35.1363,90.3153,52.6689,RUNNING,47
24148,2.361,13.8906,-4.1287,46.0952,53.6642,24.15,RUNNING,47
24198,2.9408,7.8933,-3.448,47.8058,-32.1906,-17.5155,RUNNING,47
24248,1.3483,4.3576,-0.3814,38.6357,-90.7982,-44.4903,RUNNING,47
24298,1.0122,6.0993,3.8361,14.2374,-61.1831,-67.9337,RUNNING,47
24348,-0.574,15.7749,4.2408,-3.1942,21.8086,-72.444,RUNNING,47
24398,-1.5923,18.071,0.403,-30.1838,87.2758,-55.1693,RUNNING,47
24448,-2.0027,15.681,-3.471,-41.8359,71.4323,-33.664,RUNNING,47
24498,-2.3815,10.01,-4.6979,-48.3195,-3.5541,4.6479,RUNNING,47
24549,-2.128,4.5821,-1.8597,-42.8278,-82.6629,38.3583,RUNNING,47
24599,-1.3749,4.8175,2.6715,-25.2617,-84.7424,62.9968,RUNNING,47
24649,0.1766,10.6359,4.5249,-2.19,-9.5487,70.9943,RUNNING,47
24699,1.1755,17.344,1.9276,21.0872,74.6116,61.8136,RUNNING,47
24749,1.3109,17.0172,-2.8188,46.7361,84.688,41.1487,RUNNING,47
24799,2.2483,11.9902,-4.3197,46.4321,18.0561,9.6749,RUNNING,47
24849,2.6141,5.7105,-2.9737,44.9384,-65.9238,-28.7103,RUNNING,47
24899,1.5372,3.9004,1.66,29.8207,-93.6902,-55.4459,RUNNING,47
24949,0.7283,7.491,4.1931,11.2798,-30.0586,-71.8926,RUNNING,47
25000,-1.4147,16.2999,3.0842,-18.0006,54.1684,-70.221,RUNNING,47
0,-0.037,16.4773,6.017,-0.0458,-1.5518,95.1364,RUNNING,48
50,1.6201,20.3902,2.0132,30.9255,102.5293,84.0021,RUNNING,48
100,2.4287,19.481,-3.5615,56.6217,111.0128,54.7294,RUNNING,48
150,2.6219,12.7417,-5.7711,64.565,22.5158,9.1658,RUNNING,48
200,2.8031,4.6211,-3.4038,59.8521,-89.1624,-36.969,RUNNING,48
250,2.0853,1.7685,2.2128,42.8521,-121.6346,-71.8429,RUNNING,48
300,0.6071,6.4938,5.6159,13.8042,-46.0253,-92.7082,RUNNING,48
350,-1.1333,19.4304,4.4863,-21.5042,63.8065,-91.6761,RUNNING,48
400,-2.4599,20.7493,-1.417,-49.3861,122.4009,-72.1503,RUNNING,48
450,-3.2102,16.5878,-5.1116,-63.9865,69.7559,-32.6075,RUNNING,48
501,-2.9665,7.358,-4.9719,-68.0002,-40.2297,11.055,RUNNING,48
551,-2.4466,2.0829,-0.1353,-58.7852,-118.7047,54.1628,RUNNING,48
601,-1.0346,3.4924,4.648,-32.6255,-90.0434,86.7515,RUNNING,48
651,0.2189,16.8591,6.0941,6.3974,14.053,94.7394,RUNNING,48
701,1.4739,20.1585,1.1183,35.6278,106.1448,83.7531,RUNNING,48
751,3.1592,18.9589,-3.8466,56.4541,105.0906,49.8878,RUNNING,48
801,2.6058,11.0836,-6.0218,67.1857,9.1187,3.0886,RUNNING,48
851,2.8248,3.8877,-2.7951,58.6009,-99.0985,-38.4016,RUNNING,48
901,1.9053,2.2732,3.0095,38.3816,-118.8559,-76.6655,RUNNING,48
951,0.5285,7.7169,6.0669,8.5928,-36.5979,-96.6224,RUNNING,48
1002,-1.3614,19.2299,3.6574,-19.0137,74.4319,-87.6522,RUNNING,48
1052,-2.1176,20.4895,-2.0002,-46.084,121.1749,-62.8008,RUNNING,48
1102,-3.0006,15.3037,-6.1598,-65.4544,58.2936,-27.9549,RUNNING,48
1152,-3.168,6.9069,-4.4491,-62.0487,-54.7569,19.3209,RUNNING,48
1202,-2.2396,2.0045,0.5862,-49.9498,-117.5392,62.1348,RUNNING,48
1252,-1.5125,4.3816,4.6913,-25.1253,-79.115,86.0804,RUNNING,48
1302,0.4407,17.9789,5.3825,8.8811,29.2324,91.3646,RUNNING,48
1352,1.9802,20.529,0.7397,37.606,119.0042,81.0476,RUNNING,48
1402,2.5845,17.6882,-4.5467,58.4584,97.1861,40.2995,RUNNING,48
1452,2.8588,10.497,-5.9399,69.5796,-6.6967,-1.7658,RUNNING,48
1503,2.5666,3.0577,-1.9548,54.0583,-102.2457,-47.2104,RUNNING,48
1553,1.2479,2.9852,3.7165,37.1218,-111.6276,-76.1609,RUNNING,48
1603,0.6291,8.4972,6.2117,4.4775,-20.1951,-91.9967,RUNNING,48
1653,-0.7356,19.6643,2.8768,-27.59,87.0116,-87.9073,RUNNING,48
1703,-1.8276,20.0008,-2.1893,-49.6109,122.0883,-60.2388,RUNNING,48
1753,-2.7754,14.5135,-5.7299,-64.3843,45.5928,-16.6098,RUNNING,48
1803,-2.7319,5.8562,-4.8294,-66.4117,-68.1447,26.1492,RUNNING,48
1853,-2.8252,1.798,1.0524,-45.9052,-121.1739,71.07,RUNNING,48
1903,-1.2831,5.5729,5.796,-24.0153,-68.4095,90.2819,RUNNING,48
1953,0.6113,18.2281,4.9742,12.1954,45.9515,90.5049,RUNNING,48
2004,2.1291,21.0043,0.2133,39.1209,119.7524,74.2193,RUNNING,48
2054,2.9419,16.9344,-5.3936,59.778,89.8814,37.9122,RUNNING,48
2104,3.2481,9.4055,-5.8198,65.1578,-17.5884,-7.6822,RUNNING,48
2154,2.3643,2.6546,-1.3924,55.8114,-109.9297,-50.334,RUNNING,48
2204,1.6654,3.2018,3.8964,29.745,-102.6186,-82.5426,RUNNING,48
2254,0.383,9.632,5.7434,0.8455,-8.0303,-93.1994,RUNNING,48
2304,-1.2319,20.4143,2.5104,-31.6461,97.6027,-86.8794,RUNNING,48
2354,-3.0567,19.908,-3.3963,-53.6715,115.9515,-56.6255,RUNNING,48
2404,-3.1063,13.3993,-6.5069,-66.3256,29.2569,-12.3662,RUNNING,48
2454,-2.9916,4.9483,-3.4121,-63.4982,-77.0006,36.4536,RUNNING,48
2505,-1.7064,2.2957,2.4349,-46.095,-121.0025,69.3361,RUNNING,48
2555,-0.3861,6.1282,5.6757,-16.1318,-55.617,92.2667,RUNNING,48
2605,0.8087,18.4205,4.6894,15.2548,59.6411,91.4885,RUNNING,48
2655,2.3292,20.6243,-0.5839,44.5072,120.1983,68.0434,RUNNING,48
2705,3.1136,16.4843,-5.9067,61.5241,77.9293,31.2014,RUNNING,48
2755,3.2588,8.6664,-5.571,65.3874,-35.0436,-13.9797,RUNNING,48
2805,2.3154,2.3253,-1.0807,52.3167,-114.3962,-57.467,RUNNING,48
2855,1.4254,3.5508,4.4125,30.3426,-91.758,-85.6277,RUNNING,48
2905,-0.5353,16.775,5.6311,-5.6937,7.0771,-93.0226,RUNNING,48
2955,-2.157,20.5899,1.7132,-37.9976,103.1932,-82.4766,RUNNING,48
3006,-2.4139,18.9273,-3.9074,-60.3415,106.8671,-53.3396,RUNNING,48
3056,-3.6822,12.1697,-6.1168,-66.6977,17.2359,-1.3581,RUNNING,48
3106,-3.1114,4.57,-2.7483,-60.9233,-92.2393,36.1651,RUNNING,48
3156,-1.9671,2.1921,3.0763,-42.796,-119.9705,71.4691,RUNNING,48
3206,-0.1527,7.1259,6.2748,-11.0799,-43.6389,91.9003,RUNNING,48
3256,1.1328,19.2268,4.3359,18.5187,75.1986,91.9943,RUNNING,48
3306,2.4345,20.7874,-1.5115,48.6897,126.289,65.1569,RUNNING,48
3356,2.906,16.1513,-5.9713,62.3289,62.8801,25.4668,RUNNING,48
3406,2.9946,7.0286,-5.0965,69.5882,-49.7962,-24.4212,RUNNING,48
3456,2.4985,1.755,-0.442,51.1679,-120.6417,-58.0894,RUNNING,48
3507,0.9966,4.1578,5.352,27.5505,-84.6718,-88.7158,RUNNING,48
3557,-0.6215,17.7734,5.7893,-7.7771,24.0613,-94.9608,RUNNING,48
3607,-1.9376,20.6977,0.957,-37.442,112.7801,-78.5145,RUNNING,48
3657,-2.7727,18.4906,-4.46,-57.9378,100.941,-50.1353,RUNNING,48
3707,-3.0257,10.9503,-6.0618,-67.4466,1.0236,-0.8538,RUNNING,48
3757,-2.98,3.8587,-2.4354,-58.3313,-100.4892,41.1799,RUNNING,48
3807,-2.0637,2.6579,3.3455,-38.5194,-112.3523,73.5039,RUNNING,48
3857,-0.3763,8.6743,6.227,-4.2165,-28.7853,91.5057,RUNNING,48
3907,1.326,19.8115,3.7173,25.9982,82.1263,85.1477,RUNNING,48
3957,2.3958,20.541,-2.636,50.8213,121.31,60.8529,RUNNING,48
4008,2.9733,14.5335,-5.8959,64.7351,49.1365,20.1297,RUNNING,48
4058,2.8222,5.9292,-4.5405,59.0139,-62.7424,-24.2001,RUNNING,48
4108,2.4245,1.7086,1.464,47.3137,-124.397,-67.4551,RUNNING,48
4158,1.0307,4.6488,5.4869,19.8469,-77.1869,-87.9914,RUNNING,48
4208,-0.4682,17.8559,5.0055,-10.9924,42.0452,-91.0636,RUNNING,48
4258,-1.7236,21.0382,0.7734,-38.7623,118.059,-78.8339,RUNNING,48
4308,-3.4352,17.5997,-4.5263,-54.7539,91.4708,-41.224,RUNNING,48
4358,-2.6482,10.0395,-5.6761,-65.5646,-14.0934,8.3711,RUNNING,48
4408,-2.8033,3.3287,-1.2214,-58.4476,-109.3857,51.0164,RUNNING,48
4458,-1.3301,2.6544,3.8314,-35.0918,-106.4296,77.4203,RUNNING,48
4509,0.1688,9.4489,6.2135,-0.4975,-12.2007,95.9582,RUNNING,48
4559,1.4491,19.8716,3.24,28.1324,94.1726,81.3984,RUNNING,48
4609,2.2654,20.2398,-2.7688,55.7948,116.0638,55.3158,RUNNING,48
4659,3.3816,13.1269,-6.1445,68.2418,35.3246,15.4686,RUNNING,48
4709,2.5895,5.3298,-4.2992,63.6262,-71.9167,-30.4628,RUNNING,48
4759,2.1013,1.6937,1.7189,41.3664,-120.4247,-68.2789,RUNNING,48
4809,0.1739,5.8347,5.9299,20.92,-59.7508,-86.5788,RUNNING,48
4859,-0.6909,18.2932,5.1853,-15.6435,54.318,-87.6965,RUNNING,48
4909,-1.8115,20.6713,-0.1201,-39.0223,120.6934,-72.1808,RUNNING,48
4959,-2.8692,16.7533,-5.1556,-61.2284,77.7809,-32.3125,RUNNING,48
5010,-2.9425,8.7961,-5.7271,-67.529,-33.3907,11.4038,RUNNING,48
5060,-2.9076,2.1458,-1.0326,-54.4248,-111.6743,55.8386,RUNNING,48
5110,-1.6336,3.0564,4.6424,-31.127,-96.7542,85.8775,RUNNING,48
5160,0.4385,16.3029,5.7876,-1.7724,4.0317,91.1876,RUNNING,48
5210,1.5385,20.4776,2.4251,32.7197,105.9169,84.1913,RUNNING,48
5260,2.9967,19.464,-3.5274,54.1004,115.3742,48.7823,RUNNING,48
5310,3.041,12.1453,-5.7738,66.1018,22.8057,6.4528,RUNNING,48
5360,2.6181,4.5494,-3.2484,60.9774,-88.8293,-38.1711,RUNNING,48
5410,1.7132,2.1269,2.6701,37.8492,-121.9502,-74.7246,RUNNING,48
5460,0.7029,6.9683,5.8111,12.2788,-50.007,-94.7269,RUNNING,48
5511,-1.3657,18.9039,4.4317,-16.467,63.3748,-92.6982,RUNNING,48
5561,-2.2531,20.4997,-0.9747,-44.2223,124.2078,-65.6397,RUNNING,48
5611,-2.6032,15.9691,-5.4144,-63.6473,67.5061,-25.462,RUNNING,48
5661,-2.9195,7.5718,-4.8914,-65.7126,-43.2673,17.9219,RUNNING,48
5711,-2.9207,2.2226,0.2531,-49.1245,-115.93,55.2563,RUNNING,48
5761,-1.4139,3.9808,4.9127,-26.3959,-84.9886,85.8725,RUNNING,48
5811,0.0057,16.8474,5.3679,6.6748,17.8822,96.0518,RUNNING,48
5861,1.6289,20.9267,1.165,34.1586,108.4371,79.3022,RUNNING,48
5911,2.4531,18.6572,-3.9761,62.7545,101.9965,45.3859,RUNNING,48
5961,2.942,10.9907,-5.4944,69.7604,5.3127,1.685,RUNNING,48
6012,3.061,3.7537,-2.3777,60.5238,-96.2563,-45.8469,RUNNING,48
6062,1.9896,1.8408,2.8511,39.3626,-114.1563,-75.1211,RUNNING,48
6112,0.1227,7.9957,6.0858,6.212,-31.1385,-97.0987,RUNNING,48
6162,-0.5849,19.4068,3.5996,-26.1538,76.993,-90.2354,RUNNING,48
6212,-2.5566,20.8016,-1.6515,-50.7691,119.2163,-63.7895,RUNNING,48
6262,-2.858,15.1534,-6.1457,-66.1835,53.4708,-21.973,RUNNING,48
6312,-2.8993,6.7581,-4.9546,-62.943,-57.5364,23.7131,RUNNING,48
6362,-2.4224,2.0347,0.3481,-52.0588,-117.0594,59.3043,RUNNING,48
6412,-1.6923,4.7172,5.4757,-22.6973,-78.4287,91.0069,RUNNING,48
6462,0.6451,17.5872,5.4182,8.9682,36.9755,92.506,RUNNING,48
6513,2.0688,20.7509,0.7188,39.5425,117.2438,75.6426,RUNNING,48
6563,2.6831,17.7816,-4.9331,60.9914,96.0457,35.7768,RUNNING,48
6613,3.663,10.0803,-6.0593,64.9788,-12.3098,0.3275,RUNNING,48
6663,2.6254,2.9836,-2.1758,56.9345,-107.6318,-45.4917,RUNNING,48
6713,1.6265,2.3969,3.6929,33.5651,-107.3209,-77.6001,RUNNING,48
6763,0.2038,8.2308,6.0302,6.8962,-22.34,-93.6995,RUNNING,48
6813,-1.5121,19.8609,2.7508,-30.5958,93.7791,-86.6388,RUNNING,48
6863,-3.0186,19.8039,-2.4922,-55.3389,119.386,-52.9007,RUNNING,48
6913,-3.4835,13.381,-6.1989,-64.1639,38.0413,-14.7913,RUNNING,48
6963,-3.0177,5.3388,-4.5566,-62.6397,-75.3778,28.7594,RUNNING,48
7014,-2.4445,1.8723,0.8295,-48.3192,-123.0266,67.1125,RUNNING,48
7064,-0.6395,5.8405,5.4969,-18.1629,-66.9922,88.546,RUNNING,48
7114,0.9638,17.9669,4.931,8.954,51.8222,95.7647,RUNNING,48
7164,1.3446,20.6346,0.1302,42.5156,119.1543,71.4091,RUNNING,48
7214,2.813,16.915,-5.2067,63.2902,83.5717,36.4744,RUNNING,48
7264,3.0568,9.119,-5.5219,65.9188,-26.8687,-11.8221,RUNNING,48
7314,2.5289,2.2747,-1.2087,51.0594,-112.9802,-51.6779,RUNNING,48
7364,1.5305,3.4072,4.0355,29.9116,-103.3012,-78.3937,RUNNING,48
7414,0.1248,9.6701,6.1071,-0.0644,1.4359,-91.1515,RUNNING,48
7464,-1.8832,20.8845,2.4694,-30.8007,98.6461,-85.9679,RUNNING,48
7515,-2.8535,19.3431,-3.6292,-53.7901,110.7139,-51.3687,RUNNING,48
7565,-3.4316,12.5516,-5.8334,-64.1289,23.9805,-8.0475,RUNNING,48
7615,-2.9475,4.951,-3.3977,-59.4029,-81.222,36.7421,RUNNING,48
7665,-2.0328,1.8464,1.719,-44.8637,-119.1228,72.398,RUNNING,48
7715,-0.9925,6.7122,5.7795,-13.6629,-49.9573,92.3994,RUNNING,48
7765,0.3249,18.4648,4.2439,19.1158,66.1264,88.8717,RUNNING,48
7815,2.117,21.1155,-0.5287,46.3566,117.0086,66.9411,RUNNING,48
7865,2.7078,16.1906,-6.1445,61.5572,71.2191,31.2945,RUNNING,48
7915,3.1287,7.6698,-5.0052,60.8811,-41.3327,-18.5995,RUNNING,48
7965,2.4657,2.2524,-0.0895,53.1312,-115.8199,-53.8149,RUNNING,48
8016,1.4769,3.41,5.0847,29.7507,-89.3795,-86.402,RUNNING,48
8066,-0.3488,16.6485,5.3759,-3.3181,11.0368,-97.0902,RUNNING,48
8116,-2.0715,20.4333,2.122,-34.4961,107.8243,-76.4009,RUNNING,48
8166,-2.4067,18.5365,-3.7068,-54.2732,107.9638,-46.0408,RUNNING,48
8216,-3.174,11.4926,-5.9335,-66.0855,15.3755,-4.3956,RUNNING,48
8266,-2.392,3.8434,-3.0064,-60.2657,-95.7081,41.3067,RUNNING,48
8316,-2.0472,1.9086,2.8453,-41.3628,-118.0091,80.4013,RUNNING,48
8366,-0.5058,6.894,6.3217,-10.6437,-34.9113,95.8798,RUNNING,48
8416,0.9962,19.222,3.6654,18.384,73.384,89.8611,RUNNING,48
8466,2.1741,19.9847,-1.8097,48.1654,121.6247,65.0519,RUNNING,48
8517,2.6299,15.2034,-5.6587,63.8552,56.3505,21.7066,RUNNING,48
8567,3.1946,6.9136,-5.0334,67.1493,-54.6373,-20.8742,RUNNING,48
8617,2.1023,1.9352,0.3744,54.2779,-121.0532,-61.0842,RUNNING,48
8667,1.6424,4.2143,5.4056,23.8318,-79.8389,-91.6928,RUNNING,48
8717,-0.1957,17.1197,5.9572,-8.9164,28.3119,-93.391,RUNNING,48
8767,-1.9074,20.8648,0.8205,-39.209,116.553,-74.0158,RUNNING,48
8817,-3.0064,18.3722,-4.6128,-58.9215,100.6678,-43.3308,RUNNING,48
8867,-3.5231,10.569,-6.3723,-64.4684,-5.2031,1.5196,RUNNING,48
8917,-2.3253,3.3658,-2.2149,-54.6377,-103.9303,41.8487,RUNNING,48
8967,-1.7535,2.5964,3.512,-37.4573,-112.2598,79.7765,RUNNING,48
9018,-0.3559,8.8219,5.9183,-3.7013,-23.7785,92.8577,RUNNING,48
9068,1.0321,19.4025,3.1802,22.8057,87.6357,90.2909,RUNNING,48
9118,2.5564,19.8658,-2.2939,50.5924,117.0948,61.7325,RUNNING,48
9168,3.4541,14.2336,-5.862,63.6234,46.8426,20.2721,RUNNING,48
9218,2.9766,6.2987,-4.3955,60.7646,-66.667,-26.7783,RUNNING,48
9268,1.851,2.2337,0.8271,44.549,-121.2445,-67.0154,RUNNING,48
9318,1.2073,5.4158,5.9885,22.5036,-62.8894,-88.1476,RUNNING,48
9368,-0.3699,18.0451,5.2254,-13.0377,45.1019,-95.5431,RUNNING,48
9418,-1.922,20.9669,0.5021,-39.5047,116.4635,-71.4757,RUNNING,48
9468,-2.5542,17.5698,-4.818,-57.2259,89.5467,-41.4647,RUNNING,48
9519,-2.6716,8.9478,-5.8178,-65.8504,-19.5623,12.0347,RUNNING,48
9569,-2.9686,2.2644,-1.3894,-57.8348,-110.6916,51.3591,RUNNING,48
